customer_id,ews_flag
RC88346758,0
EE30809917,0
RW34881684,0
HX40511475,1
OP02506480,1
HE56569186,1
YB95178963,0
PT83270300,0
LG75731341,0
IB10140926,0
XJ15284693,0
SW62205650,0
OD25637795,0
BL82827615,0
QN26435011,0
JW79234210,0
XS76164759,0
NG83843079,0
BP95731757,1
HR83518582,1
OC54550384,0
GL06382418,0
FU09288565,1
AQ27194891,0
BI33899825,0
CI58991303,1
XL14259430,0
ZA89779171,1
WK66123573,0
QP64010333,0
ZQ78603223,1
RY42456058,0
MI81970898,1
TM40700886,0
WW36727209,0
TK63152182,0
CT55101563,0
ZZ94136126,0
JS19502913,0
AZ50710274,0
YU53914099,1
ZY02228336,0
DU23039123,0
UM94053381,0
RB03992711,0
QA70516393,0
XS92168855,0
XW45427153,0
CD93404084,1
AY64616722,0
BD52139131,1
IO95364522,0
CG90373825,0
DZ93769024,0
UM26271764,0
OH67402598,0
OW36790679,0
NA37832591,0
LJ43180605,1
GF50286911,1
BE21238200,0
DW34798098,0
LE64036193,0
FH25773107,0
EP71890587,1
DD16946088,0
GA42358291,0
PX58896017,0
MH29044408,0
ET75212843,0
DI87965723,0
RE35552600,0
SF15913023,1
KA18899400,0
BB62931382,0
QJ97416209,1
RH14870774,0
UJ30924496,0
YV08539296,1
XU22442176,0
DM37651808,0
NY45627244,0
ET13958118,0
FT44897438,1
QK71628922,0
BB13664175,0
CV04279827,0
IC48746312,0
HI72318069,0
OV31551716,0
EC70120904,1
EE71046223,0
JH86321671,0
QV68330124,0
UI08762595,0
TF51877780,0
TT87879825,0
FM16123482,0
XO26953332,0
LH06052771,0
ZG38514666,0
SD68554327,1
BG70567115,1
CV45512099,0
NW16370079,1
SR05966026,0
PX05070717,0
BP26822073,0
QI84454282,1
JV71198268,0
UR66620711,0
HB16523294,0
LO57267555,0
EC86521479,0
YM43987593,0
NT31804232,0
PO37150244,0
FC49150048,0
RP68774840,0
ZA43765986,0
TY78058229,0
MD44268571,0
IH49072961,0
JH54825228,0
AU11883387,0
MV66962593,0
WS68652771,0
HF05904782,0
UZ64929621,0
JO99981590,0
VP42420181,0
LJ54644483,0
RE21546381,0
GU50410182,0
GO15847400,0
HU52565943,1
TO52932010,0
QD64711157,1
CA32526808,0
VK18917538,0
HK99016887,1
YI16663447,0
AC92071604,0
SQ38200004,0
FD36408758,0
RG82514520,0
CO57525688,0
VT98640632,0
WN09737351,0
WL45640610,1
OF55077640,0
EW03540798,0
BX51907269,1
ME11583278,0
HY15413972,0
NR93870883,0
CN09767630,0
OG15653586,0
HU88711103,0
IK40863023,0
ZV49703862,1
FO33263338,0
DZ87505335,0
ZU78223295,0
RA85314618,0
JZ18091110,0
OO09023934,1
AO92844604,0
JV76875208,0
SS07992530,0
HU21526213,1
VJ85269369,0
DM46718700,0
TJ45747318,0
NS26637313,0
DH58266984,1
RF43272241,1
VO50935351,0
XU42251626,0
RV19115326,0
LS84209489,0
VD43844925,0
CE86965174,0
DN89553703,1
ES28734029,0
TP86902076,0
JA66495612,0
EU66533975,1
GP84729792,0
GF10584815,0
SX60797291,0
SG91592425,0
TR18481872,0
AF52524716,0
TI94894203,0
GP34151294,0
NH49146128,0
DY41933061,0
BP77338145,0
RO21527349,0
KB02901468,0
XC98112225,0
UE72910880,0
IJ62201180,0
XC57128033,0
GO45218862,0
RL61380602,0
IO34422727,1
NS71055716,0
TV23552046,0
NU41634377,0
YH64454349,0
UR96977360,0
XS02260926,0
KW15401311,0
EU89241286,1
IE84498306,0
QE90435447,0
QX87659190,0
EQ74857323,0
ZZ69094528,0
TX88273938,0
UO20461263,0
RR11342011,0
IL71162003,0
LD55143386,0
IR45457495,1
WX91109114,1
YR14793946,1
SC67259080,0
MN38408807,0
LL87875527,1
QJ37455462,0
ZC21094987,1
IL85117332,1
GW94946389,0
PS77520672,0
NF13794980,0
FF02349252,0
MP28214576,0
JU01188580,0
DV79158700,0
YM91129006,0
ZZ07870545,0
PR41805008,0
GP18445077,0
QB72033903,1
MJ05732833,0
VY68542036,0
FX65513996,0
SC74394212,0
XX47565100,0
IN33569549,1
CQ00110490,1
CQ77017673,0
FS00658308,0
MT17041833,1
AD16595414,1
AG60264993,0
HF59539588,0
JI65574379,0
YO16568201,0
HL52722853,1
GS18350307,0
CC02458776,0
YO07261806,0
CP64930130,1
UZ21813966,0
TR44536013,0
ET10225898,0
RC87729021,0
IE00767216,0
NP00630912,1
YD11487680,1
XM23316090,0
WN93677501,0
PQ83390900,0
BW45826535,0
FM95391181,1
FE38285310,0
LE31101307,0
GH47334018,0
RA77879846,0
EP12891928,0
BQ77972274,0
TH00421402,0
RT10952922,0
XJ79984229,1
KU86675433,1
BY35903750,0
ZH73796730,0
RA18791835,0
WH36094042,0
TB20334966,0
HN85407714,1
OV61168729,0
FQ68784001,1
MN45836898,0
MP47197204,0
DQ72528255,1
BT78392029,1
DT72737055,0
NZ21799093,0
HC78332163,0
DJ26676117,1
BH85748307,0
AP31458769,0
BC10006726,0
AJ33726739,1
DO93911060,0
LM56008160,0
CJ07270699,0
PT32467069,0
FO55796329,1
AV57995790,0
JY27934681,0
RL52234654,0
WL59138683,0
DD47317275,1
XB91640041,0
HW56690786,0
BL97911816,0
RT99750902,0
HS90384400,1
LT86469029,0
ED94595487,1
UV68262755,0
LO18768213,0
QD84437097,0
IZ68555521,0
WZ86749679,0
AK43592007,0
RN14564528,0
XX06477812,0
YG54072491,0
GQ91890576,0
EH11681239,0
NP36633857,1
TN45959645,1
KF54424503,1
NR54464012,0
VY72671114,1
KO99634353,0
IP57469287,0
UO49643241,1
IU29196118,0
YQ92162714,0
UQ87844490,0
GR46744424,0
UX09328365,0
VI45177465,0
NY93597582,0
KF18032508,0
MK39027939,0
AN74699366,0
SV63593259,0
OW44772316,0
TS25639727,1
XW44483698,0
TI13995365,0
CF13335758,1
QJ95438959,1
OG80627568,0
OG52140812,1
TN43821973,0
VV82751244,0
SE96654884,0
HA30846913,0
QT47954123,0
JN41789955,0
NC86771954,1
FD93776009,0
WW94472726,0
IT22999961,0
EJ86045652,0
ZD20241738,0
WG87665322,0
IX65097890,0
HG79582823,0
QX25556744,1
RV01427647,1
YU91237252,0
CK33958163,0
IH25649263,1
IA07561353,0
HW68850657,0
NJ36103565,1
WY08742972,0
LX22995723,0
GS57305258,1
IB12215835,1
GT90694394,0
VG23887308,0
QR67864108,0
WV01382300,0
RU14599140,0
IL74090237,1
DL11695897,0
LZ40338581,0
BI02884693,0
ZR48062312,0
CB01853928,1
JU78453154,0
OT25117746,0
OS24880272,0
TN69443625,0
PW35728693,0
YB14360453,0
VN52960780,0
TW92217606,0
QQ76138833,0
PV95462517,1
GG72824000,0
LO36925342,0
QX55961359,0
JB24618274,0
RS42404951,0
PR10366323,0
CC93593559,0
RX16773716,0
FR71999035,0
NU98216549,0
YQ94632077,0
LN50144926,0
BN87254451,0
LG12600226,0
SL82356023,0
UQ40917959,0
BG50674777,0
VE11459308,0
SI49928474,0
EG34128314,0
PW64378824,1
PU41552793,1
LE68785042,0
DE00306856,1
GD69432543,0
BU91949648,1
LQ51772535,0
EQ90887391,0
RT87844153,0
KB05501978,0
KE79973746,0
QS46510785,0
TH82493517,0
TK61561810,0
IV28981842,1
QF41379296,0
PY85307499,0
UK66798104,0
VH35623522,0
ZL97472038,1
PB99575546,1
AK86603753,0
FJ37250124,0
KZ44931339,1
KE32432194,0
AZ12798594,0
OI01275555,0
XF31281698,0
QP49130091,0
FT30948078,0
FX82411496,0
YS16144222,0
RD02529717,1
OA17634928,0
EA43747878,0
RS61129327,0
CS75865386,0
WT03557457,0
VK02417526,0
US19659867,0
AB29369370,0
OH81014768,0
YK29184085,0
TA43369153,0
AG74184911,1
GF17223545,0
UI45086135,0
GK27448032,0
NX08611121,1
RE80142226,1
WF40237658,1
GJ75186273,0
AI83454552,1
WT53880032,0
TZ14285970,0
LZ87528694,0
MU39593374,0
DO08667567,1
DJ98180699,0
JR29105501,0
MF89011172,0
MU75186169,0
HI51674871,0
TB08210856,0
OZ09445648,0
KP82532919,0
WO81146779,0
JT32638316,0
RF43616399,0
WL16194895,0
AR93204156,0
ZI87463067,0
MY68552462,1
DE09344645,0
WQ36773084,0
WR12167896,1
UL38536833,0
YR82111883,0
KO71528025,0
KX91474765,0
UX16773617,0
RQ25282789,0
BC47925913,0
GM83939908,0
YJ20132953,0
NS51199996,0
XR56867721,0
AI86927800,0
YR62228231,0
OM88541347,0
YZ88569524,0
HF24483862,0
PC68626135,0
GG22539953,0
CL43401171,0
QV40160412,0
RH83500295,1
DG59469576,0
PK16949047,0
LE15757982,0
WT40909870,0
KZ61698051,0
TU64124737,1
OC67363524,0
AU96164907,0
BO99644585,1
FD34833080,0
RT41030304,0
HW71564334,0
FE57651645,0
OR92793481,0
FH74621105,0
AK46469877,0
JJ02792417,1
KB04801361,0
OR24421242,0
WV77218964,0
AR38160936,0
YY85575542,1
XV46916905,0
LS38755668,0
TJ47351074,0
OC37543748,0
TA31734128,0
TI67872196,0
WU20618924,1
QM06236180,0
EX21949454,0
DL45795285,0
CR07490764,0
TX14568553,1
QB04449173,0
QI72728245,0
ET82777251,0
PN77845757,1
FZ33503376,0
IU35317949,1
IY91123300,0
GV44324138,0
LK66014753,0
JJ13006787,1
VF82671359,0
FW77442356,0
TG83641547,1
HM48525901,0
KJ93915482,1
HU70034302,0
OH40210943,0
PZ57291406,1
AG10267061,0
NB37158946,0
VB48647931,0
JY32578904,0
QK37375018,0
WL88683635,0
QG45795145,0
LB34511470,0
SZ54375880,1
JU31650088,0
CF66579780,0
NO50666340,0
HU98342948,0
XP21264043,0
DV17328411,0
NB68133620,1
KC75745502,0
GR15411325,0
YO31786253,0
FI66705856,0
GV45214309,0
IB77922728,1
NY74076372,0
GL41192486,1
XN46553327,0
YU20766229,1
KU66009793,0
OK60901889,0
PS97420263,0
IE73153114,0
HZ63314049,0
XL72637346,0
HM70980882,0
SF27071908,1
GQ24091025,1
BO11750581,0
SQ91370054,1
RG75010428,0
AW24648529,0
SD57963953,0
LD52764642,0
RH29735031,0
QF14076359,0
ML87151798,1
OI01739804,0
CT06141684,1
XQ11127764,0
XB52382066,0
JG97049960,0
UC04168122,1
LP40056316,1
DP09712359,0
LL42010924,0
LY03280643,1
YJ45190771,0
ML46551080,1
ZL40868376,1
AE27840428,0
LS73034245,0
RZ57314435,0
IN45520534,1
KM42883783,0
CG10314263,0
SE22768642,1
KX40464595,0
HW86787707,0
QM43115302,1
IT38965105,0
LU74769885,0
SC91890531,0
QN14527127,0
AQ47577190,0
QB56685782,0
FW37042092,0
MN14061168,0
JF14531226,1
RK75158655,0
RN69000858,0
XH85959699,0
WQ27473253,0
OH32846981,0
SP39171616,0
OS37396304,0
XM42966445,0
II32792585,0
KA56598747,1
QQ48972757,0
UM04324895,0
OI75723484,1
KW54228697,0
BF85543190,0
XT74577853,0
XZ00514412,0
VY22971365,0
LG32251678,0
EE09360378,0
BU58837911,0
RF56266528,0
VL77768403,0
ZS43962200,1
ZI46454067,0
QS46276510,1
UX37705700,1
MX39237954,0
OU70989542,0
GT50877605,0
DC79407771,0
GF28984041,0
ZF29701478,0
JR72744929,0
JG23224313,1
TO74824636,0
QI55937614,0
UZ35962979,0
QF03091243,0
AZ02983290,0
KS48832630,0
OF07549860,0
UK04574381,0
BY88819254,0
ES78353622,0
XE65848226,1
WM32291624,1
UI93673581,1
QJ29137024,0
BS08132485,0
FZ11435416,0
VZ23616990,0
NM47074472,1
HJ61952749,0
PZ79246332,0
TC29069942,0
HO52084667,1
UF78728298,0
ZZ09476304,0
QQ15450234,1
GE80468291,0
LU26559515,0
QR48970597,0
WW21257797,0
GY19332149,0
TB16236755,0
VJ49042801,0
VR19420731,1
PV31623174,0
QA20123824,0
GE79925697,0
KJ98498041,1
UX61446130,0
JY99229209,0
GJ43946549,0
GW01347846,0
QV28253944,0
IV94837531,0
EL71142041,0
VR66566099,0
CD19610061,1
BA15558489,0
YT83562921,0
HN41115091,1
ZF32069917,0
QK47293523,0
JQ18788893,0
XC60807574,1
LY40563524,0
CV23193905,0
YO75903015,0
PE88920854,0
FV85168530,0
IY38999288,1
GS88060494,0
OU20515459,0
QX76368086,1
GQ66069214,0
KZ81779627,0
UN39544580,0
HT38265604,0
BE80042638,0
WE86802782,0
NF62799783,1
FU93249883,0
YU25826523,0
HS71871331,1
NS06356560,1
QK67631663,0
UW28763060,0
VV75123548,1
VV09456793,0
BM58375495,0
EI69745608,0
TV27254856,0
OY92304957,1
RW65007058,0
NX98466882,0
OF92177909,0
SJ97295036,0
CD28173447,0
YK75117457,0
ZK22019527,0
CD48609035,1
IM10767989,0
VS16430095,0
UJ71464542,1
QE23683389,0
RY38548584,0
FF71035508,1
NC37680698,0
RV31877331,0
AB05047801,0
YH88022174,0
HQ53580370,1
PZ74824070,0
PO75812557,0
IL76660265,1
HF49397172,0
BP71982887,0
NV63145579,0
EY68901977,0
GR23130910,0
UJ84412099,0
TM00429151,0
KD03765701,0
LC39853245,0
RJ24545739,0
NG54957921,0
TC04436378,0
UW85938844,1
GG97160004,0
BL23503059,0
NC78987075,1
TZ72517075,0
XE15220504,0
VW95315119,0
HN75941372,1
ZT92494414,0
HT20341149,0
OL95334490,1
ME90058564,0
QB19246582,1
NE12141388,1
CA21195230,0
VP05513984,0
JB68956529,0
TZ77441018,0
YD04226750,0
OU99832055,0
NP33239300,0
CW64303241,0
LR34283126,0
DW25374948,0
DM36218306,0
IO19527416,0
FX95220320,0
ZS80933934,0
KL51254375,0
RG82752989,0
BI85685536,0
ZM77994930,0
BP01311659,0
LB69098602,0
DC49180251,0
XP07540961,0
VJ71217075,0
RY33439193,0
YB30384268,0
LH71102053,1
BP10182100,0
PO53094793,0
LX49983573,0
TP65083692,0
RJ77925613,0
SD90118598,1
MN04423851,0
NE33911473,0
AV85408182,0
II90538128,0
TY19981241,0
LO30659977,0
SC99207452,0
CO67716225,0
EU79046329,0
CU56374592,0
JW55269575,0
OI99191166,0
LJ34308119,0
FZ97657424,0
HV05483249,0
JT96042436,0
YZ03787515,0
HL41263544,1
FO88502732,0
KZ00825704,1
RZ35758011,0
VI26038215,1
CZ40479564,0
YA61989512,0
YC86906283,0
VF47531361,0
PU37554119,0
DR71253212,0
GZ93172773,1
KL75317979,0
RY53792481,0
KA61453004,1
AG17602023,0
IX57821380,0
HD69609734,0
SW93063832,1
SC69991378,1
KY57247212,0
TW41482605,0
KK46802676,0
FW14162074,0
PI56106958,0
LE62591290,0
XU28111271,0
OD31790583,0
LV64664491,0
NR20797836,0
DO65696390,0
MZ80466032,1
FI18213471,0
ST49708198,0
WU85174999,0
KR73002356,0
AR41705503,1
YH00153810,1
FH55533630,1
JJ65718853,1
WW79492003,0
VY76640532,0
KE78144823,0
NZ75095171,0
GO09464568,0
FQ41741925,0
TL12797481,0
SG80636286,1
SR02164693,0
OO36155663,1
IX10223045,0
FG09501739,0
HJ77271913,0
ZJ75627316,0
GB66039189,1
DM45091905,0
KG68134859,1
XT27563306,0
IF18484905,1
NP81953861,0
UU65829720,0
SC80943922,0
XM51073584,0
HA84276034,0
AK85026581,0
NG84049620,1
QX41281086,0
JQ34338460,1
JO39886587,0
CH12352387,0
GM85657284,0
QX18111663,0
WE05065958,0
JV32533367,0
VJ35039899,0
GP77622266,1
YR02600579,0
RG64585095,1
HK86073265,1
TB51393154,0
ZB11913707,1
FU70870431,0
HL78504409,0
KM57843981,0
FI57438501,0
ZX35259275,0
KU57923400,0
WK51385878,0
HD54121989,1
YS55831494,0
HC37800519,0
CY60626285,0
GP36742838,0
LV63011049,0
WW38075874,0
TB48630759,0
JL96439449,0
UZ18414586,1
CK73074878,0
EY75239288,0
FW19310283,0
HV63272104,0
UX69232233,0
LO24886152,0
VB36820540,1
JW58746964,0
RZ06141451,1
IX23175943,0
ZF54229030,0
KF73273519,0
RB87243782,0
MM43080631,1
LF23934577,0
BG41747312,1
KD74560139,0
QC77498500,0
NC72774889,0
SR94427559,1
SL64722582,0
ZV38211379,0
FS53852329,0
PN75061966,0
RE24534876,0
VH92677261,0
JO83215673,0
SC68117082,0
PP27454865,1
EE09341285,0
UK56318344,0
FQ64581698,0
DB44363260,0
WH41820198,0
KO02655340,0
XJ10737113,0
CB98251501,0
HU53749703,0
ZU19204381,0
GR81515684,0
YL26893417,0
UQ41570811,0
WS65741828,0
FC55476163,1
ZR70502820,0
SY27058757,0
JG07262655,0
YX38432726,1
PR64560997,0
VL89495724,0
ZJ56612879,0
VZ55623573,0
HJ51959257,1
UY14990486,0
HT00580333,0
ZD82296990,0
FY52055985,0
KM75465871,0
IW60295922,0
RO72187013,1
AD91866459,0
MC03425793,0
ND92318583,0
RR46661147,0
MK17138051,1
QR82961716,0
LU65455721,0
TY88224809,0
MN13074730,0
ZH89679332,0
OH94725777,0
EX93987519,0
KD29417909,0
UL10455338,0
ES96036993,1
LD44675531,0
NP28711244,0
IW61553848,0
ZL26026648,0
UG20051398,0
OF52702611,1
TV54550375,0
IH32290701,0
VY66776513,0
SE17094440,0
VF88605385,1
WC64008768,0
JU36994611,0
UD05048760,0
VK42711033,0
SV43004265,0
OJ09041575,0
NO27845158,1
RZ70999752,0
KS40936777,0
WU05126114,0
OK57539770,1
DV37541667,0
DU68765229,1
PE44598331,0
HD96524487,0
TM38181756,1
RE65107120,0
RQ09088906,0
DW27252093,1
FU60389910,0
VN69337803,0
GI40295920,0
NC35848205,0
NM86395834,0
BR83537767,0
AM22241043,0
CR38275018,1
SO40092400,0
IL36278555,0
LS58969886,0
XY08381124,1
MZ67597759,0
UT42210680,0
MF41686920,0
FJ27245834,0
VU07138260,0
SI44714653,0
DT63205929,0
WY61370912,0
BW21006269,0
RQ64499881,0
GD20567141,0
TA36251777,1
DR47035323,0
VE01310751,0
WT99255235,0
BR18602635,0
KG37691540,0
RS36505710,0
EC03978279,1
SR78376725,0
OY85125136,0
CG56616019,0
VI59178667,1
KP28242491,0
LR51657111,0
XR23066774,0
KI77247657,0
EH14806334,1
ZO99627403,0
YD71660976,1
WB06594853,0
ZC64476415,0
KT71639259,0
RX50398136,1
TG86934875,0
WT97676694,0
QX49751155,0
WN24000082,0
QN82502045,0
MT22716202,0
QN01931621,0
RH12346975,0
XK98584129,0
ZX64485676,0
VJ25882464,1
WE03366089,0
IM55792565,0
YW24202287,0
DS11317858,0
FB16660895,0
PD18460594,0
OO96806110,1
LM12395553,0
TK04914471,0
GN96808611,0
GQ08194425,0
QL62613731,1
VR99454104,0
WO09796088,0
NH46689052,0
EU52895130,0
CJ69041187,0
WR52599104,0
FD22627088,0
HL22414002,0
MM13823242,0
QE75465775,1
IW87089282,0
BX80563014,0
DW67615328,0
NX12836878,1
GV29435696,0
VE19672427,0
YP37525396,0
RU16627930,0
PY92420363,1
WW27392227,0
PP82974540,0
BT30619374,0
SS42947299,0
OU25980182,0
QT98640385,1
BI90676994,0
SW69815319,0
FJ13660930,0
NM25013816,1
CD31786164,0
GO29257084,1
WR05257478,0
RN37954178,0
IX32537366,0
RP13402411,1
JM21939037,1
CE62219224,0
UK65904940,0
AF33661277,0
IQ43588268,0
UQ03030602,0
LM16297256,1
YA93572625,0
YI47074990,1
TI24455591,0
ZV55319234,0
YA16995811,0
WD09512354,0
XH72407176,0
TX43640420,0
CI19526480,0
UG53639922,0
XK58747986,0
CU96512391,1
VU04255312,0
HD35844122,0
TV37508623,0
SF42031596,0
EN84831655,0
WL53435965,0
GQ89208474,0
WY08836280,0
RB58125702,0
GJ95737881,0
QN96194541,0
CU68146028,0
NX80652586,0
MS22917406,0
KN39735073,0
VW97237025,0
IP59195425,1
EN71060553,0
ZK27080308,0
RN92684351,1
MC97254714,0
UY82806576,0
SD72752638,0
DW65843243,0
IN38997404,0
HI15801760,0
JE57714099,0
WJ52794066,0
PL93488632,1
UO66261613,0
FA30292505,0
JW44626941,1
SN37567058,0
IB15073047,0
BV10234993,0
FP59174790,0
BR35030066,1
JW69042061,0
IM05727511,0
YY27768111,0
TI43890090,0
TO96716079,0
SU09944969,0
QA39343199,1
IE57871364,1
XC56301877,0
RN02866980,0
QD31958970,0
LM40208487,0
MA69455273,0
LC67967653,0
AP67960556,1
OP82518621,0
ZT84586764,0
UI44645687,0
GV62435204,0
XO31576814,0
SO07239353,0
SV61245236,0
FN24386724,0
GP80022017,0
QY90381707,0
DR27436698,1
GG30686477,0
FK02988212,0
WT56787777,1
MV51908813,1
OC65906987,0
AI22134547,0
WC37102913,0
TC91443011,0
PB76798436,0
ZG42684025,1
IS26179450,1
WW64272873,0
EJ44372748,0
QH55037209,0
LL51506592,0
AQ88937062,0
PN29089778,0
YM53987281,0
DD07072178,0
GI68944891,0
ZB32754819,1
VT20916449,1
CV98023190,1
UC05500008,0
JI66120793,1
TA27178864,0
FA51610267,0
SO61776472,0
GR79130183,1
UI80013803,0
NC58323614,1
VZ33221339,0
SL82261339,0
LV39832578,1
NC68312091,0
ZF31530950,0
BJ21668967,0
QZ72420000,0
KE67902157,0
SI82710820,1
RF98383374,0
JN65550097,0
TU89513858,0
NP46716029,0
NT96477183,0
WI31950698,0
WQ28939364,0
KZ17487365,0
TM55663330,1
PH67891743,0
QP41045222,1
KV42517163,1
TY35839127,1
CX15884995,0
IE49139152,0
ZM12435083,0
YW15885868,0
MR29771387,0
UK47656020,0
SI50007252,1
RQ03112626,0
KG13520243,1
KG93114200,0
HM47686056,0
AE46751673,0
XP16709861,0
GB25325458,0
QD44453212,0
DJ26290502,0
UQ29850594,0
AI89408819,0
NB21109064,0
ZT63603241,0
MZ66114951,0
GC37194104,0
UJ16639226,0
TC36397283,0
LU12110351,1
FE94593471,0
EC96958780,0
PE40799266,0
TF67349649,0
RT55116886,0
BV03175531,0
EW31982187,0
YX69604131,1
KG60413195,0
VJ56039643,1
IW40987184,0
EP22691857,0
SX67827050,0
TZ03113684,0
AI26441457,0
AP30068567,1
GA11860547,0
WL02310230,1
GT38016103,0
II93518845,0
OI16557074,0
NH08855746,1
MZ69323288,0
BM98497091,0
FL95999710,0
AP82361261,0
HU47899415,0
DT55657147,0
LR92528607,0
LD34607558,1
XI30093985,0
QI60581504,0
YP56843109,0
RZ01328949,0
QK22258338,0
EH91057554,0
LW98901859,0
DW46199179,0
ER03999208,0
OQ46261915,0
LR62963959,0
AG26603542,1
UQ94944772,0
KW92322762,0
WK13960736,0
VK19002858,0
NG90860739,0
OQ52928161,0
JZ85040859,1
YN61500734,0
BR51175905,1
DL62672480,0
VF00710495,0
KW38293336,0
JE28738259,0
DU72577072,0
PI16697514,0
WR02322669,1
OO16552767,0
KN12733821,1
EG25629305,1
EG71374909,0
HX83129924,0
XU70476675,0
OP41987672,0
CL75385991,1
JQ38947355,0
JI33048170,0
VW29830839,1
YX56327165,0
VJ26358114,1
FA38622962,0
BY69238980,1
RD23073889,0
AN00147019,0
EZ41668919,1
JH32319230,0
JH87123516,0
KV33136231,0
EV83744135,1
UO95420898,0
UK59664783,0
UN93129854,0
ZV93593536,1
LG84644783,0
VJ21243972,0
OR47920764,0
UE52958567,0
SV56260692,0
HB52538270,0
GB78008112,0
WP47869496,1
QI53970740,0
IJ50510028,0
OA35994671,0
RO53268063,0
ZR93533470,1
UB83771236,1
HK05751229,0
WM05198151,1
GI30433513,0
VP89601549,1
OR98953645,0
UR54599252,0
RM95974693,0
WV07240081,0
AH89426240,0
VF47505701,0
BG47415508,0
CT36950482,0
ML42032762,0
GQ49509832,0
DO46149001,1
WR84236656,1
SH59223338,0
YW81453847,1
EL97449519,0
LU44626480,0
ZP75485314,1
NC18760304,1
RL23709126,0
OV10340253,0
JR26787982,0
OJ33254958,0
RR88885640,0
YY74882367,0
BF07442556,0
TP59368785,1
UZ36860973,0
DG39898141,0
HU64027719,1
QO58211101,0
QW58944356,0
UY20467969,0
CG80615971,0
FM13301836,0
SA59690702,0
UZ98815001,0
ZB40564632,0
KL98473576,0
FO61798063,0
UJ80547960,0
FR83788647,0
TG49435916,1
US05236532,0
FP14327845,0
KG14537683,0
PJ33177750,0
FZ49793195,1
UQ20353988,0
PV51453022,0
GE06298462,0
RG08958384,0
PQ65417918,0
ER95127400,0
BV53762503,0
ER00508545,0
XV68366291,0
UH87541088,1
US64333797,0
JN03730359,0
RZ76535313,1
ST81961067,1
ZD16499255,0
WA03383184,0
XM65100870,0
IM91796882,1
SP43108106,0
IA87353709,0
EF83548399,0
DL66913779,1
GY49849196,0
HI58332187,0
CE33326554,0
AX43521336,0
FK78034424,0
